degree_level,age,years_experience,previous_occupation,race,religious_affiliation,phone_number,email_address,last_degree_issued,ssn,gender,background_check_data
PhD,33,4,Research Scientist,Asian,None,2685019793,user2039@example.com,Bachelors in CS,760872651,Male,Clear
Masters,33,18,Project Manager,White,Buddhist,5096040172,user7772@example.com,Bachelors in CS,965142106,Female,Clear
Masters,28,34,Project Manager,Black,Muslim,4239727861,user2381@example.com,PhD in CS,747661498,Male,Clear
Masters,37,26,Project Manager,Other,Hindu,5962373084,user9726@example.com,PhD in CS,424684134,Male,Clear
Bachelors,38,25,Project Manager,Asian,Hindu,1511113293,user5294@example.com,Bachelors in CS,819220933,Male,Clear
Masters,48,5,Research Scientist,Hispanic,None,8561954395,user1967@example.com,Masters in CS,946661369,Female,Clear
Bachelors,57,14,Data Analyst,Hispanic,Buddhist,1297211922,user8749@example.com,PhD in CS,897810824,Male,Clear
PhD,51,31,Project Manager,Other,Muslim,6032731483,user8260@example.com,Masters in CS,899362609,Male,Clear
Bachelors,23,1,Research Scientist,White,Hindu,1583857108,user5807@example.com,Bachelors in CS,735986983,Male,Clear
Masters,33,13,Data Analyst,Other,Hindu,9210751483,user3891@example.com,Masters in CS,358137089,Female,Clear
PhD,36,16,Project Manager,Asian,None,7138141919,user6859@example.com,PhD in CS,495202605,Male,Clear
Masters,39,20,Data Analyst,Black,Christian,7284154287,user8520@example.com,Masters in CS,926968039,Female,Clear
Bachelors,29,32,Software Engineer,Other,None,9369157993,user6495@example.com,Bachelors in CS,626076357,Male,Clear
PhD,24,22,Data Analyst,Asian,None,7587370344,user9154@example.com,Masters in CS,345557441,Male,Clear
PhD,37,2,Project Manager,Other,None,6031786933,user1146@example.com,PhD in CS,248906969,Female,Clear
Bachelors,41,18,Project Manager,Hispanic,None,4955685448,user5927@example.com,Bachelors in CS,890190841,Male,Clear
Bachelors,49,22,Project Manager,Hispanic,Buddhist,7507263235,user5316@example.com,Masters in CS,927958933,Male,Clear
Masters,23,16,Research Scientist,Hispanic,None,4462371847,user2779@example.com,Masters in CS,988761917,Female,Clear
Masters,60,22,Data Analyst,Other,Buddhist,8745847358,user2337@example.com,Masters in CS,934012273,Male,Clear
PhD,35,3,Junior Developer,Black,Muslim,6002077799,user8409@example.com,Bachelors in CS,894033271,Male,Clear
Bachelors,25,21,Research Scientist,Other,Hindu,9027432418,user7833@example.com,PhD in CS,715179422,Female,Clear
PhD,64,15,Junior Developer,White,Muslim,9713270353,user7723@example.com,Bachelors in CS,508636356,Female,Clear
PhD,61,39,Software Engineer,Asian,Hindu,9322108630,user2018@example.com,Masters in CS,641325975,Female,Clear
Masters,58,11,Research Scientist,Hispanic,None,8155817260,user6829@example.com,Masters in CS,296739798,Female,Clear
Bachelors,30,13,Junior Developer,Asian,Buddhist,5347770816,user7856@example.com,PhD in CS,914231713,Female,Clear
Masters,31,27,Junior Developer,Hispanic,None,5563240895,user9902@example.com,Masters in CS,910718904,Female,Clear
PhD,62,25,Software Engineer,Hispanic,None,2036494588,user2234@example.com,PhD in CS,402161750,Male,Clear
PhD,48,26,Project Manager,Hispanic,Hindu,8174672884,user3132@example.com,PhD in CS,814085676,Female,Clear
Masters,42,23,Project Manager,White,Muslim,1240090251,user5628@example.com,PhD in CS,340259950,Female,Clear
PhD,56,12,Data Analyst,Hispanic,Buddhist,3125079410,user4912@example.com,Bachelors in CS,143389974,Female,Clear
PhD,20,15,Software Engineer,Hispanic,Muslim,2416135838,user6097@example.com,PhD in CS,533178202,Female,Clear
Masters,42,36,Project Manager,Other,Hindu,3319772727,user4432@example.com,PhD in CS,697166358,Male,Clear
PhD,31,22,Research Scientist,Asian,None,4177009660,user2092@example.com,Masters in CS,436106841,Female,Clear
PhD,49,10,Junior Developer,Black,Buddhist,7904401174,user5849@example.com,Masters in CS,249120012,Male,Clear
Masters,42,34,Software Engineer,Hispanic,None,3746699302,user4878@example.com,Masters in CS,480131192,Female,Clear
Bachelors,61,32,Project Manager,Asian,Christian,3387944285,user3653@example.com,Bachelors in CS,593893787,Female,Clear
PhD,63,19,Project Manager,Other,Christian,6858774328,user9031@example.com,Bachelors in CS,493044232,Female,Clear
PhD,34,3,Data Analyst,Hispanic,None,8994952589,user2268@example.com,PhD in CS,593636228,Female,Clear
PhD,21,38,Research Scientist,Asian,Muslim,9533961707,user6328@example.com,PhD in CS,426317046,Male,Clear
Masters,35,6,Software Engineer,Other,None,8212553511,user8477@example.com,Masters in CS,178833795,Female,Clear
Bachelors,40,30,Software Engineer,White,Christian,8436941654,user1081@example.com,Bachelors in CS,371481727,Female,Clear
Bachelors,38,0,Software Engineer,Other,Christian,9440641415,user2028@example.com,PhD in CS,695719264,Female,Clear
Masters,64,37,Software Engineer,Hispanic,Muslim,8350285056,user8420@example.com,Bachelors in CS,386972275,Male,Clear
PhD,35,25,Project Manager,Asian,Hindu,6396238481,user1092@example.com,PhD in CS,459766214,Female,Clear
Masters,49,22,Project Manager,Black,None,2844600707,user9702@example.com,Bachelors in CS,227360882,Female,Clear
PhD,50,25,Software Engineer,White,Buddhist,1872297720,user7779@example.com,Masters in CS,556112313,Female,Clear
Masters,22,2,Research Scientist,White,Buddhist,8721822207,user6072@example.com,Bachelors in CS,687461273,Male,Clear
Masters,22,24,Software Engineer,White,None,2938591820,user2297@example.com,PhD in CS,706965621,Male,Clear
PhD,63,15,Junior Developer,Other,Buddhist,4790551253,user2846@example.com,PhD in CS,642756063,Female,Clear
Bachelors,61,24,Junior Developer,White,Hindu,3743616886,user2973@example.com,PhD in CS,391753231,Male,Clear
PhD,64,37,Software Engineer,White,Hindu,3450676764,user1519@example.com,Bachelors in CS,106263817,Female,Clear
Bachelors,40,27,Software Engineer,Hispanic,None,1005079610,user4515@example.com,Masters in CS,549091079,Male,Clear
Bachelors,55,17,Research Scientist,Hispanic,Christian,2444522624,user3652@example.com,Masters in CS,487381408,Female,Clear
Masters,44,8,Software Engineer,Asian,None,3290096654,user7634@example.com,Bachelors in CS,938540687,Female,Clear
Masters,42,32,Junior Developer,Black,None,3763735254,user2839@example.com,Masters in CS,117510304,Female,Clear
PhD,36,24,Software Engineer,White,Buddhist,2637622307,user8843@example.com,Bachelors in CS,209482547,Male,Clear
PhD,55,17,Research Scientist,White,None,2788018565,user9328@example.com,Bachelors in CS,686981341,Female,Clear
Masters,23,31,Data Analyst,Hispanic,Christian,6764024799,user8012@example.com,Bachelors in CS,425070519,Male,Clear
Bachelors,27,17,Data Analyst,Asian,Christian,4098179440,user8994@example.com,PhD in CS,267763182,Female,Clear
Bachelors,63,11,Software Engineer,Asian,Muslim,9074561654,user8069@example.com,Masters in CS,359825119,Female,Clear
Masters,53,3,Software Engineer,Asian,Christian,7837839678,user5998@example.com,Masters in CS,911321935,Male,Clear
Bachelors,20,0,Software Engineer,Asian,None,3660939820,user5796@example.com,Masters in CS,370797603,Male,Clear
PhD,38,6,Data Analyst,Other,Hindu,9177291351,user5662@example.com,Masters in CS,281733405,Female,Clear
Masters,60,29,Software Engineer,Black,Muslim,6334660109,user9017@example.com,Masters in CS,990224125,Male,Clear
PhD,47,11,Software Engineer,Other,Christian,6729332469,user8044@example.com,Bachelors in CS,346475702,Female,Clear
Masters,32,22,Software Engineer,Black,Hindu,5812600774,user2252@example.com,PhD in CS,273827956,Male,Clear
PhD,28,32,Data Analyst,Black,Buddhist,5796271941,user6751@example.com,PhD in CS,481916881,Male,Clear
Masters,61,0,Junior Developer,Other,None,7550910552,user5321@example.com,Masters in CS,339802736,Female,Clear
Masters,40,34,Project Manager,Hispanic,Buddhist,3478292846,user2814@example.com,Bachelors in CS,764171376,Female,Clear
Bachelors,22,15,Junior Developer,White,Hindu,7716336236,user3385@example.com,PhD in CS,111184268,Male,Clear
Bachelors,29,34,Junior Developer,Black,Buddhist,1860792438,user9225@example.com,PhD in CS,702849192,Female,Clear
PhD,59,38,Software Engineer,Other,Christian,3961270187,user8785@example.com,Masters in CS,541988828,Male,Clear
Masters,59,26,Software Engineer,Asian,Christian,1511772444,user3978@example.com,Bachelors in CS,168972468,Female,Clear
Bachelors,65,1,Junior Developer,Other,Muslim,9642310324,user9691@example.com,Bachelors in CS,530222783,Female,Clear
PhD,40,2,Data Analyst,Black,Buddhist,5914477925,user8841@example.com,PhD in CS,944957962,Male,Clear
PhD,34,34,Data Analyst,Other,Christian,9634056161,user3039@example.com,PhD in CS,943449411,Female,Clear
Masters,38,21,Research Scientist,White,Christian,2298182916,user2763@example.com,PhD in CS,727742504,Male,Clear
PhD,62,6,Software Engineer,Black,Muslim,2815452537,user9452@example.com,PhD in CS,438284461,Female,Clear
Masters,29,9,Data Analyst,Asian,Christian,4443129460,user2426@example.com,PhD in CS,235782660,Male,Clear
Masters,49,39,Data Analyst,Asian,Buddhist,4236111588,user8338@example.com,Bachelors in CS,843435895,Male,Clear
PhD,22,24,Junior Developer,White,Buddhist,7003816520,user3883@example.com,Masters in CS,988736832,Female,Clear
Bachelors,61,13,Research Scientist,Other,Buddhist,4276496412,user2332@example.com,Bachelors in CS,191995068,Male,Clear
Masters,20,32,Junior Developer,Hispanic,Hindu,6770694126,user4911@example.com,PhD in CS,440202217,Male,Clear
Bachelors,43,15,Research Scientist,Hispanic,None,1002890243,user7667@example.com,Masters in CS,131018974,Male,Clear
Masters,51,39,Junior Developer,Asian,None,6410746822,user9437@example.com,Bachelors in CS,698455323,Female,Clear
Masters,32,23,Project Manager,Hispanic,Muslim,4722034186,user6570@example.com,Bachelors in CS,342949810,Female,Clear
Masters,63,25,Project Manager,Hispanic,Muslim,4979947891,user7657@example.com,PhD in CS,725087930,Male,Clear
Bachelors,55,18,Software Engineer,Hispanic,Hindu,4087116805,user6978@example.com,Masters in CS,162274209,Female,Clear
Bachelors,55,4,Project Manager,Hispanic,Buddhist,4012420233,user9368@example.com,Masters in CS,471860601,Male,Clear
PhD,59,13,Data Analyst,Black,Muslim,3467377620,user5040@example.com,Bachelors in CS,573274308,Female,Clear
Bachelors,20,21,Research Scientist,Black,Christian,3611356044,user1907@example.com,PhD in CS,728310359,Female,Clear
Masters,51,23,Software Engineer,Hispanic,Buddhist,4770165577,user6380@example.com,PhD in CS,573769125,Female,Clear
Masters,58,22,Software Engineer,Other,Muslim,6130148281,user7959@example.com,Bachelors in CS,761690936,Male,Clear
Bachelors,25,35,Research Scientist,Hispanic,Hindu,3303323007,user8531@example.com,Bachelors in CS,868339839,Male,Clear
Bachelors,53,38,Research Scientist,Asian,Muslim,6007023890,user4706@example.com,Bachelors in CS,380176250,Female,Clear
PhD,36,37,Data Analyst,Black,None,2397370089,user8402@example.com,PhD in CS,603489071,Female,Clear
Bachelors,25,11,Software Engineer,Asian,Christian,6637126293,user1555@example.com,Masters in CS,934056892,Male,Clear
PhD,46,36,Software Engineer,Hispanic,Hindu,9310494779,user4746@example.com,Masters in CS,839820787,Male,Clear
Masters,42,25,Software Engineer,Other,None,6489425492,user4498@example.com,Masters in CS,477075430,Male,Clear
Masters,21,20,Data Analyst,Hispanic,Christian,9845015826,user5887@example.com,Masters in CS,342615482,Female,Clear
Bachelors,35,31,Data Analyst,Asian,Christian,3510768530,user8390@example.com,PhD in CS,801316738,Male,Clear
Bachelors,23,25,Software Engineer,Black,Buddhist,5048561976,user4458@example.com,PhD in CS,900291388,Male,Clear
Masters,60,11,Junior Developer,Asian,Christian,1257070092,user2711@example.com,Masters in CS,255546641,Male,Clear
Masters,44,5,Project Manager,Hispanic,None,6583930439,user4947@example.com,Bachelors in CS,600868793,Female,Clear
PhD,64,36,Research Scientist,White,Christian,1459765765,user9223@example.com,PhD in CS,531039908,Male,Clear
Masters,54,19,Research Scientist,White,Buddhist,7273109465,user9459@example.com,PhD in CS,402951972,Female,Clear
Bachelors,33,37,Research Scientist,Other,Hindu,7937069150,user8467@example.com,Masters in CS,344324046,Male,Clear
Masters,39,2,Software Engineer,Black,Christian,1378135100,user9031@example.com,PhD in CS,202735251,Male,Clear
Masters,58,30,Research Scientist,Hispanic,Buddhist,8255900440,user3724@example.com,Masters in CS,240551441,Male,Clear
Bachelors,36,23,Research Scientist,Hispanic,Muslim,4692201489,user4456@example.com,PhD in CS,699748185,Male,Clear
Masters,53,20,Software Engineer,Hispanic,Christian,9651178280,user6086@example.com,Bachelors in CS,948503155,Female,Clear
Masters,43,8,Project Manager,Other,Christian,9832189314,user3593@example.com,Masters in CS,734562263,Female,Clear
Masters,63,2,Software Engineer,Other,Hindu,5680608545,user9602@example.com,PhD in CS,484074185,Male,Clear
Bachelors,28,30,Project Manager,Black,Buddhist,7223475977,user5767@example.com,Bachelors in CS,105236439,Female,Clear
Masters,55,11,Data Analyst,White,None,5588791233,user1655@example.com,PhD in CS,232088279,Male,Clear
PhD,23,19,Research Scientist,Hispanic,Buddhist,7361567649,user4514@example.com,Bachelors in CS,310442837,Female,Clear
Bachelors,57,15,Project Manager,Black,None,9487931013,user4090@example.com,Bachelors in CS,490525351,Female,Clear
PhD,43,18,Data Analyst,Asian,Muslim,5221205783,user9821@example.com,PhD in CS,632971666,Male,Clear
PhD,29,18,Data Analyst,Other,Muslim,6622214349,user1072@example.com,Bachelors in CS,656199404,Female,Clear
PhD,63,30,Data Analyst,Hispanic,Muslim,5145882928,user9886@example.com,PhD in CS,415187688,Male,Clear
Bachelors,28,7,Junior Developer,Hispanic,Muslim,9327317682,user4965@example.com,PhD in CS,490787565,Male,Clear
Bachelors,35,19,Junior Developer,White,Muslim,4436735252,user8222@example.com,Masters in CS,280785518,Female,Clear
Bachelors,65,16,Junior Developer,Asian,Muslim,6360533953,user5617@example.com,Bachelors in CS,969792520,Male,Clear
Masters,25,40,Research Scientist,Black,None,6944195750,user7014@example.com,PhD in CS,433815867,Female,Clear
PhD,37,20,Research Scientist,Hispanic,Muslim,2915390841,user4103@example.com,Masters in CS,965581691,Female,Clear
Bachelors,47,13,Junior Developer,Hispanic,Muslim,3238012237,user1381@example.com,Masters in CS,476657758,Male,Clear
Masters,26,16,Software Engineer,White,Christian,4050487522,user6112@example.com,Masters in CS,442755852,Male,Clear
Masters,33,37,Junior Developer,Other,Muslim,7029830855,user6957@example.com,Masters in CS,405235693,Female,Clear
Bachelors,26,19,Data Analyst,Hispanic,Muslim,8229731567,user2180@example.com,PhD in CS,637824400,Male,Clear
Masters,40,39,Software Engineer,Other,Muslim,5745423382,user6004@example.com,Masters in CS,212279226,Female,Clear
PhD,22,29,Data Analyst,White,None,4058003852,user8221@example.com,PhD in CS,146679050,Female,Clear
Bachelors,55,22,Junior Developer,Black,None,7985034756,user4556@example.com,Bachelors in CS,190145191,Male,Clear
PhD,57,25,Software Engineer,White,Hindu,8158690926,user5478@example.com,Bachelors in CS,369404383,Female,Clear
Bachelors,36,17,Project Manager,Asian,Hindu,4015816626,user5047@example.com,PhD in CS,138046476,Female,Clear
Bachelors,65,37,Project Manager,Asian,Christian,6278782339,user1307@example.com,Bachelors in CS,979995189,Male,Clear
Masters,20,8,Software Engineer,Other,None,5149893097,user9081@example.com,Masters in CS,163038655,Female,Clear
Masters,49,3,Data Analyst,Other,Christian,8878455274,user7573@example.com,Masters in CS,608298228,Male,Clear
PhD,30,18,Data Analyst,White,Christian,3009165104,user4854@example.com,PhD in CS,647914709,Female,Clear
Bachelors,57,4,Data Analyst,White,Hindu,2260312241,user3622@example.com,Masters in CS,877753699,Male,Clear
PhD,41,34,Data Analyst,Asian,None,3651845633,user4099@example.com,PhD in CS,726545490,Female,Clear
PhD,40,37,Project Manager,Hispanic,Hindu,2076557602,user5150@example.com,Bachelors in CS,210045835,Female,Clear
Masters,35,8,Data Analyst,Other,Muslim,2382264940,user7826@example.com,Bachelors in CS,587277503,Female,Clear
PhD,27,20,Software Engineer,White,Buddhist,1620699536,user6590@example.com,Masters in CS,405899823,Male,Clear
Bachelors,58,20,Junior Developer,Other,Christian,3476569583,user1736@example.com,PhD in CS,945817980,Female,Clear
Masters,23,6,Junior Developer,Other,Christian,2827203499,user8772@example.com,Bachelors in CS,864296270,Male,Clear
Bachelors,22,10,Junior Developer,Asian,None,2062896608,user8443@example.com,PhD in CS,222350796,Male,Clear
Masters,21,40,Software Engineer,Hispanic,Muslim,7356889276,user8703@example.com,Masters in CS,186629097,Female,Clear
Bachelors,65,3,Data Analyst,Black,Buddhist,2016483431,user2102@example.com,Masters in CS,864299726,Female,Clear
PhD,43,1,Research Scientist,Other,Christian,5788513821,user5040@example.com,Masters in CS,965735424,Female,Clear
Masters,23,26,Research Scientist,Other,Hindu,6268465933,user8923@example.com,Masters in CS,419816046,Female,Clear
Bachelors,52,6,Junior Developer,Asian,Muslim,3248792203,user9701@example.com,Bachelors in CS,798736383,Female,Clear
